,@odata.mediaContentType,Id,Name,ContentType,ContentLength,OriginDate,PublicationDate,ModificationDate,Online,EvictionDate,S3Path,Checksum,ContentDate,Footprint,GeoFootprint
0,application/octet-stream,c88ebe8d-e5b8-4902-a5d8-fb4c474a5fad,S2B_MSIL2A_20231217T135659_N0510_R067_T21JUK_20231217T175625.SAFE,application/octet-stream,1047275534,2023-12-17T19:09:44.931Z,2023-12-17T19:23:33.954Z,2023-12-19T04:17:40.051Z,True,,/eodata/Sentinel-2/MSI/L2A/2023/12/17/S2B_MSIL2A_20231217T135659_N0510_R067_T21JUK_20231217T175625.SAFE,"[{'Value': 'fc13e56014fc5277306c535f1c2d0671', 'Algorithm': 'MD5', 'ChecksumDate': '2023-12-19T04:17:37.813622Z'}, {'Value': '34fdc72817f276abcfeead880c3eb90d4f83d20cf08af1c8ba716b1404ca76d1', 'Algorithm': 'BLAKE3', 'ChecksumDate': '2023-12-19T04:17:39.918575Z'}]","{'Start': '2023-12-17T13:56:59.024Z', 'End': '2023-12-17T13:56:59.024Z'}","geography'SRID=4326;POLYGON ((-57.91097749460165 -27.22800928721029, -57.91007663635667 -27.11952122632138, -59.01750565519728 -27.10797952397071, -59.03573832085623 -28.09861104481092, -58.1286389965686 -28.1083814366148, -58.12617085436818 -28.0984653902004, -58.08950151383743 -27.95082014013211, -58.05286649870141 -27.80307208163469, -58.01629900855217 -27.65524241350417, -57.97979948909025 -27.50739269749194, -57.94334808557485 -27.35951382934094, -57.91097749460165 -27.22800928721029))'","{'type': 'Polygon', 'coordinates': [[[-57.91097749460165, -27.22800928721029], [-57.91007663635667, -27.11952122632138], [-59.01750565519728, -27.10797952397071], [-59.03573832085623, -28.09861104481092], [-58.1286389965686, -28.1083814366148], [-58.12617085436818, -28.0984653902004], [-58.08950151383743, -27.95082014013211], [-58.05286649870141, -27.80307208163469], [-58.01629900855217, -27.65524241350417], [-57.97979948909025, -27.50739269749194], [-57.94334808557485, -27.35951382934094], [-57.91097749460165, -27.22800928721029]]]}"
